SNAPSHOT_FISCAL_YEAR,SNAPSHOT_FISCAL_YEAR_PERIOD_x,customer,customer_TEXT,customer_INDUSTRY_DESC,customer_OFFICE_DESC,customer_REGION_DESC,customer_SECTOR_DESC,customer_SIC_TEXT,customer_SUB_SECTOR_DESC,OPPORTUNITY_OPEN_CLOSED_INDICATOR,PHASE_NAME,PURSUIT_START_DATE,PROJECT_START_DATE,PROJECT_END_DATE,PERIOD_WON_LOSS_ABANDONED,DATE_WON_LOSS_ABANDONED,PRIORITY,Product_Category4_id,Product_Category2_text,Product_Category3_text,PURSUIT_LEADER,BUYER_ROLE_DESC,CURRENCY,PROBABILITY_PRC,WEIGHTED_Sales,Total_Sales,STRATEGIC_OPPORTUNITY,SNAPSHOT_FY,SNAPSHOT_FP,SNAPSHOT_FISCAL_YEAR_PERIOD_y,OPPORTUNITY_ID,Year
2020,2020005,24029799.0,customer10433,industry5,STAMFORD,US - East,Sector13,SIC774,Sub Sector8,CLOSED,Won,2018-11-03,2019-05-31,2019-12-20,Period 13 2019,2019-05-25,Medium,1794.0,category8,sub category157,6548.0,General Counsel/Legal,USD,100,0.0,1450000,POSITIONING WITHIN A SECTOR,2019,13,2019013,MO-2726613,2018
2020,2020002,24029799.0,customer10433,industry5,STAMFORD,US - East,Sector13,SIC774,Sub Sector8,CLOSED,Won,2018-11-03,2019-05-31,2019-12-20,Period 13 2019,2019-05-25,Medium,1794.0,category8,sub category157,6548.0,General Counsel/Legal,USD,100,0.0,1450000,POSITIONING WITHIN A SECTOR,2019,13,2019013,MO-2726613,2018
2019,2019008,24029799.0,customer10433,industry5,STAMFORD,US - East,Sector13,SIC774,Sub Sector8,CLOSED,Won,2018-11-03,2019-05-31,2019-12-20,Period 13 2019,2019-05-25,Medium,1794.0,category8,sub category157,6548.0,General Counsel/Legal,USD,100,0.0,1450000,POSITIONING WITHIN A SECTOR,2019,13,2019013,MO-2726613,2018
2019,2019010,24029799.0,customer10433,industry5,STAMFORD,US - East,Sector13,SIC774,Sub Sector8,CLOSED,Won,2018-11-03,2019-05-31,2019-12-20,Period 13 2019,2019-05-25,Medium,1794.0,category8,sub category157,6548.0,General Counsel/Legal,USD,100,0.0,1450000,POSITIONING WITHIN A SECTOR,2019,13,2019013,MO-2726613,2018
2020,2020007,24029799.0,customer10433,industry5,STAMFORD,US - East,Sector13,SIC774,Sub Sector8,CLOSED,Won,2018-11-03,2019-05-31,2019-12-20,Period 13 2019,2019-05-25,Medium,1794.0,category8,sub category157,6548.0,General Counsel/Legal,USD,100,0.0,1450000,POSITIONING WITHIN A SECTOR,2019,13,2019013,MO-2726613,2018
2020,2020004,24029799.0,customer10433,industry5,STAMFORD,US - East,Sector13,SIC774,Sub Sector8,CLOSED,Won,2018-11-03,2019-05-31,2019-12-20,Period 13 2019,2019-05-25,Medium,1794.0,category8,sub category157,6548.0,General Counsel/Legal,USD,100,0.0,1450000,POSITIONING WITHIN A SECTOR,2019,13,2019013,MO-2726613,2018
2020,2020003,24029799.0,customer10433,industry5,STAMFORD,US - East,Sector13,SIC774,Sub Sector8,CLOSED,Won,2018-11-03,2019-05-31,2019-12-20,Period 13 2019,2019-05-25,Medium,1794.0,category8,sub category157,6548.0,General Counsel/Legal,USD,100,0.0,1450000,POSITIONING WITHIN A SECTOR,2019,13,2019013,MO-2726613,2018
2019,2019009,24029799.0,customer10433,industry5,STAMFORD,US - East,Sector13,SIC774,Sub Sector8,CLOSED,Won,2018-11-03,2019-05-31,2019-12-20,Period 13 2019,2019-05-25,Medium,1794.0,category8,sub category157,6548.0,General Counsel/Legal,USD,100,0.0,1450000,POSITIONING WITHIN A SECTOR,2019,13,2019013,MO-2726613,2018
2019,2019013,24029799.0,customer10433,industry5,STAMFORD,US - East,Sector13,SIC774,Sub Sector8,CLOSED,Won,2018-11-03,2019-05-31,2019-12-20,Period 13 2019,2019-05-25,Medium,1794.0,category8,sub category157,6548.0,General Counsel/Legal,USD,100,0.0,1450000,POSITIONING WITHIN A SECTOR,2019,13,2019013,MO-2726613,2018
2019,2019011,24029799.0,customer10433,industry5,STAMFORD,US - East,Sector13,SIC774,Sub Sector8,CLOSED,Won,2018-11-03,2019-05-31,2019-12-20,Period 13 2019,2019-05-25,Medium,1794.0,category8,sub category157,6548.0,General Counsel/Legal,USD,100,0.0,1450000,POSITIONING WITHIN A SECTOR,2019,13,2019013,MO-2726613,2018
2019,2019009,24029799.0,customer10433,industry5,STAMFORD,US - East,Sector13,SIC774,Sub Sector8,CLOSED,Won,2018-11-03,2019-05-31,2019-12-20,Period 13 2019,2019-05-25,Medium,1794.0,category8,sub category157,6548.0,General Counsel/Legal,USD,100,0.0,1450000,POSITIONING WITHIN A SECTOR,2019,13,2019013,MO-2726613,2018
2019,2019013,24029799.0,customer10433,industry5,STAMFORD,US - East,Sector13,SIC774,Sub Sector8,CLOSED,Won,2018-11-03,2019-05-31,2019-12-20,Period 13 2019,2019-05-25,Medium,1794.0,category8,sub category157,6548.0,General Counsel/Legal,USD,100,0.0,1450000,POSITIONING WITHIN A SECTOR,2019,13,2019013,MO-2726613,2018
2020,2020006,24029799.0,customer10433,industry5,STAMFORD,US - East,Sector13,SIC774,Sub Sector8,CLOSED,Won,2018-11-03,2019-05-31,2019-12-20,Period 13 2019,2019-05-25,Medium,1794.0,category8,sub category157,6548.0,General Counsel/Legal,USD,100,0.0,1450000,POSITIONING WITHIN A SECTOR,2019,13,2019013,MO-2726613,2018
2019,2019010,24029799.0,customer10433,industry5,STAMFORD,US - East,Sector13,SIC774,Sub Sector8,CLOSED,Won,2018-11-03,2019-05-31,2019-12-20,Period 13 2019,2019-05-25,Medium,1794.0,category8,sub category157,6548.0,General Counsel/Legal,USD,100,0.0,1450000,POSITIONING WITHIN A SECTOR,2019,13,2019013,MO-2726613,2018
2019,2019008,24029799.0,customer10433,industry5,STAMFORD,US - East,Sector13,SIC774,Sub Sector8,CLOSED,Won,2018-11-03,2019-05-31,2019-12-20,Period 13 2019,2019-05-25,Medium,1794.0,category8,sub category157,6548.0,General Counsel/Legal,USD,100,0.0,1450000,POSITIONING WITHIN A SECTOR,2019,13,2019013,MO-2726613,2018
2020,2020001,24029799.0,customer10433,industry5,STAMFORD,US - East,Sector13,SIC774,Sub Sector8,CLOSED,Won,2018-11-03,2019-05-31,2019-12-20,Period 13 2019,2019-05-25,Medium,1794.0,category8,sub category157,6548.0,General Counsel/Legal,USD,100,0.0,1450000,POSITIONING WITHIN A SECTOR,2019,13,2019013,MO-2726613,2018
2020,2020001,24029799.0,customer10433,industry5,STAMFORD,US - East,Sector13,SIC774,Sub Sector8,CLOSED,Won,2018-11-03,2019-05-31,2019-12-20,Period 13 2019,2019-05-25,Medium,1794.0,category8,sub category157,6548.0,General Counsel/Legal,USD,100,0.0,1450000,POSITIONING WITHIN A SECTOR,2019,13,2019013,MO-2726613,2018
2019,2019012,24029799.0,customer10433,industry5,STAMFORD,US - East,Sector13,SIC774,Sub Sector8,CLOSED,Won,2018-11-03,2019-05-31,2019-12-20,Period 13 2019,2019-05-25,Medium,1794.0,category8,sub category157,6548.0,General Counsel/Legal,USD,100,0.0,1450000,POSITIONING WITHIN A SECTOR,2019,13,2019013,MO-2726613,2018
2020,2020004,24022137.0,customer8095,industry2,MILWAUKEE,US - Central,Sector15,SIC751,Sub Sector10,CLOSED,Won,2019-06-15,2019-09-23,2019-12-31,Period 04 2020,2019-09-18,High,2214.0,category18,sub category22,6682.0,CEO,USD,100,0.0,582680,CRITICAL QUAL,2020,4,2020004,MO-384147,2019
2020,2020004,24022137.0,customer8095,industry2,MILWAUKEE,US - Central,Sector15,SIC751,Sub Sector10,CLOSED,Won,2019-06-15,2019-09-23,2019-12-31,Period 04 2020,2019-09-18,High,1830.0,category8,sub category135,6682.0,CEO,USD,100,0.0,441105,CRITICAL QUAL,2020,4,2020004,MO-384903,2019
2020,2020003,24022137.0,customer8095,industry2,MILWAUKEE,US - Central,Sector15,SIC751,Sub Sector10,CLOSED,Won,2019-06-15,2019-09-23,2019-12-31,Period 04 2020,2019-09-18,High,2214.0,category18,sub category22,6682.0,CEO,USD,100,0.0,582680,CRITICAL QUAL,2020,4,2020004,MO-384147,2019
2020,2020003,24022137.0,customer8095,industry2,MILWAUKEE,US - Central,Sector15,SIC751,Sub Sector10,CLOSED,Won,2019-06-15,2019-09-23,2019-12-31,Period 04 2020,2019-09-18,High,1830.0,category8,sub category135,6682.0,CEO,USD,100,0.0,441105,CRITICAL QUAL,2020,4,2020004,MO-384903,2019
2019,2019011,24022137.0,customer8095,industry2,MILWAUKEE,US - Central,Sector15,SIC751,Sub Sector10,CLOSED,Won,2019-06-15,2019-09-23,2019-12-31,Period 04 2020,2019-09-18,High,2214.0,category18,sub category22,6682.0,CEO,USD,100,0.0,582680,CRITICAL QUAL,2020,4,2020004,MO-384147,2019
2019,2019011,24022137.0,customer8095,industry2,MILWAUKEE,US - Central,Sector15,SIC751,Sub Sector10,CLOSED,Won,2019-06-15,2019-09-23,2019-12-31,Period 04 2020,2019-09-18,High,1830.0,category8,sub category135,6682.0,CEO,USD,100,0.0,441105,CRITICAL QUAL,2020,4,2020004,MO-384903,2019
2019,2019010,24022137.0,customer8095,industry2,MILWAUKEE,US - Central,Sector15,SIC751,Sub Sector10,CLOSED,Won,2019-06-15,2019-09-23,2019-12-31,Period 04 2020,2019-09-18,High,2214.0,category18,sub category22,6682.0,CEO,USD,100,0.0,582680,CRITICAL QUAL,2020,4,2020004,MO-384147,2019
2019,2019010,24022137.0,customer8095,industry2,MILWAUKEE,US - Central,Sector15,SIC751,Sub Sector10,CLOSED,Won,2019-06-15,2019-09-23,2019-12-31,Period 04 2020,2019-09-18,High,1830.0,category8,sub category135,6682.0,CEO,USD,100,0.0,441105,CRITICAL QUAL,2020,4,2020004,MO-384903,2019
2019,2019007,24022137.0,customer8095,industry2,MILWAUKEE,US - Central,Sector15,SIC751,Sub Sector10,CLOSED,Won,2019-06-15,2019-09-23,2019-12-31,Period 04 2020,2019-09-18,High,2214.0,category18,sub category22,6682.0,CEO,USD,100,0.0,582680,CRITICAL QUAL,2020,4,2020004,MO-384147,2019
2019,2019007,24022137.0,customer8095,industry2,MILWAUKEE,US - Central,Sector15,SIC751,Sub Sector10,CLOSED,Won,2019-06-15,2019-09-23,2019-12-31,Period 04 2020,2019-09-18,High,1830.0,category8,sub category135,6682.0,CEO,USD,100,0.0,441105,CRITICAL QUAL,2020,4,2020004,MO-384903,2019
2020,2020001,24022137.0,customer8095,industry2,MILWAUKEE,US - Central,Sector15,SIC751,Sub Sector10,CLOSED,Won,2019-06-15,2019-09-23,2019-12-31,Period 04 2020,2019-09-18,High,2214.0,category18,sub category22,6682.0,CEO,USD,100,0.0,582680,CRITICAL QUAL,2020,4,2020004,MO-384147,2019
2020,2020001,24022137.0,customer8095,industry2,MILWAUKEE,US - Central,Sector15,SIC751,Sub Sector10,CLOSED,Won,2019-06-15,2019-09-23,2019-12-31,Period 04 2020,2019-09-18,High,1830.0,category8,sub category135,6682.0,CEO,USD,100,0.0,441105,CRITICAL QUAL,2020,4,2020004,MO-384903,2019
2020,2020002,24022137.0,customer8095,industry2,MILWAUKEE,US - Central,Sector15,SIC751,Sub Sector10,CLOSED,Won,2019-06-15,2019-09-23,2019-12-31,Period 04 2020,2019-09-18,High,2214.0,category18,sub category22,6682.0,CEO,USD,100,0.0,582680,CRITICAL QUAL,2020,4,2020004,MO-384147,2019
2020,2020002,24022137.0,customer8095,industry2,MILWAUKEE,US - Central,Sector15,SIC751,Sub Sector10,CLOSED,Won,2019-06-15,2019-09-23,2019-12-31,Period 04 2020,2019-09-18,High,1830.0,category8,sub category135,6682.0,CEO,USD,100,0.0,441105,CRITICAL QUAL,2020,4,2020004,MO-384903,2019
2019,2019013,24022137.0,customer8095,industry2,MILWAUKEE,US - Central,Sector15,SIC751,Sub Sector10,CLOSED,Won,2019-06-15,2019-09-23,2019-12-31,Period 04 2020,2019-09-18,High,2214.0,category18,sub category22,6682.0,CEO,USD,100,0.0,582680,CRITICAL QUAL,2020,4,2020004,MO-384147,2019
2019,2019013,24022137.0,customer8095,industry2,MILWAUKEE,US - Central,Sector15,SIC751,Sub Sector10,CLOSED,Won,2019-06-15,2019-09-23,2019-12-31,Period 04 2020,2019-09-18,High,1830.0,category8,sub category135,6682.0,CEO,USD,100,0.0,441105,CRITICAL QUAL,2020,4,2020004,MO-384903,2019
2020,2020007,24022137.0,customer8095,industry2,MILWAUKEE,US - Central,Sector15,SIC751,Sub Sector10,CLOSED,Won,2019-06-15,2019-09-23,2019-12-31,Period 04 2020,2019-09-18,High,2214.0,category18,sub category22,6682.0,CEO,USD,100,0.0,582680,CRITICAL QUAL,2020,4,2020004,MO-384147,2019
2020,2020007,24022137.0,customer8095,industry2,MILWAUKEE,US - Central,Sector15,SIC751,Sub Sector10,CLOSED,Won,2019-06-15,2019-09-23,2019-12-31,Period 04 2020,2019-09-18,High,1830.0,category8,sub category135,6682.0,CEO,USD,100,0.0,441105,CRITICAL QUAL,2020,4,2020004,MO-384903,2019
2020,2020006,24022137.0,customer8095,industry2,MILWAUKEE,US - Central,Sector15,SIC751,Sub Sector10,CLOSED,Won,2019-06-15,2019-09-23,2019-12-31,Period 04 2020,2019-09-18,High,2214.0,category18,sub category22,6682.0,CEO,USD,100,0.0,582680,CRITICAL QUAL,2020,4,2020004,MO-384147,2019
2020,2020006,24022137.0,customer8095,industry2,MILWAUKEE,US - Central,Sector15,SIC751,Sub Sector10,CLOSED,Won,2019-06-15,2019-09-23,2019-12-31,Period 04 2020,2019-09-18,High,1830.0,category8,sub category135,6682.0,CEO,USD,100,0.0,441105,CRITICAL QUAL,2020,4,2020004,MO-384903,2019
2019,2019012,24022137.0,customer8095,industry2,MILWAUKEE,US - Central,Sector15,SIC751,Sub Sector10,CLOSED,Won,2019-06-15,2019-09-23,2019-12-31,Period 04 2020,2019-09-18,High,2214.0,category18,sub category22,6682.0,CEO,USD,100,0.0,582680,CRITICAL QUAL,2020,4,2020004,MO-384147,2019
2019,2019012,24022137.0,customer8095,industry2,MILWAUKEE,US - Central,Sector15,SIC751,Sub Sector10,CLOSED,Won,2019-06-15,2019-09-23,2019-12-31,Period 04 2020,2019-09-18,High,1830.0,category8,sub category135,6682.0,CEO,USD,100,0.0,441105,CRITICAL QUAL,2020,4,2020004,MO-384903,2019
2020,2020005,24022137.0,customer8095,industry2,MILWAUKEE,US - Central,Sector15,SIC751,Sub Sector10,CLOSED,Won,2019-06-15,2019-09-23,2019-12-31,Period 04 2020,2019-09-18,High,2214.0,category18,sub category22,6682.0,CEO,USD,100,0.0,582680,CRITICAL QUAL,2020,4,2020004,MO-384147,2019
2020,2020005,24022137.0,customer8095,industry2,MILWAUKEE,US - Central,Sector15,SIC751,Sub Sector10,CLOSED,Won,2019-06-15,2019-09-23,2019-12-31,Period 04 2020,2019-09-18,High,1830.0,category8,sub category135,6682.0,CEO,USD,100,0.0,441105,CRITICAL QUAL,2020,4,2020004,MO-384903,2019
2019,2019008,24022137.0,customer8095,industry2,MILWAUKEE,US - Central,Sector15,SIC751,Sub Sector10,CLOSED,Won,2019-06-15,2019-09-23,2019-12-31,Period 04 2020,2019-09-18,High,2214.0,category18,sub category22,6682.0,CEO,USD,100,0.0,582680,CRITICAL QUAL,2020,4,2020004,MO-384147,2019
2019,2019008,24022137.0,customer8095,industry2,MILWAUKEE,US - Central,Sector15,SIC751,Sub Sector10,CLOSED,Won,2019-06-15,2019-09-23,2019-12-31,Period 04 2020,2019-09-18,High,1830.0,category8,sub category135,6682.0,CEO,USD,100,0.0,441105,CRITICAL QUAL,2020,4,2020004,MO-384903,2019
2019,2019009,24022137.0,customer8095,industry2,MILWAUKEE,US - Central,Sector15,SIC751,Sub Sector10,CLOSED,Won,2019-06-15,2019-09-23,2019-12-31,Period 04 2020,2019-09-18,High,2214.0,category18,sub category22,6682.0,CEO,USD,100,0.0,582680,CRITICAL QUAL,2020,4,2020004,MO-384147,2019
2019,2019009,24022137.0,customer8095,industry2,MILWAUKEE,US - Central,Sector15,SIC751,Sub Sector10,CLOSED,Won,2019-06-15,2019-09-23,2019-12-31,Period 04 2020,2019-09-18,High,1830.0,category8,sub category135,6682.0,CEO,USD,100,0.0,441105,CRITICAL QUAL,2020,4,2020004,MO-384903,2019
2019,2019010,24020574.0,customer12776,industry2,INDIANAPOLIS,US - Central,Sector10,SIC481,Sub Sector24,CLOSED,Won,2018-04-19,2018-11-18,2019-03-29,Period 07 2019,2018-12-10,High,1725.0,category21,sub category6,17809.0,Technology Director/Manager,USD,100,0.0,399377,POSITIONING WITH A KEY CLIENT,2019,7,2019007,MO-2459603,2018
2019,2019012,24020574.0,customer12776,industry2,INDIANAPOLIS,US - Central,Sector10,SIC481,Sub Sector24,CLOSED,Won,2018-04-19,2018-11-18,2019-03-29,Period 07 2019,2018-12-10,High,1725.0,category21,sub category6,17809.0,Technology Director/Manager,USD,100,0.0,399377,POSITIONING WITH A KEY CLIENT,2019,7,2019007,MO-2459603,2018
2020,2020005,24020574.0,customer12776,industry2,INDIANAPOLIS,US - Central,Sector10,SIC481,Sub Sector24,CLOSED,Won,2018-04-19,2018-11-18,2019-03-29,Period 07 2019,2018-12-10,High,1725.0,category21,sub category6,17809.0,Technology Director/Manager,USD,100,0.0,399377,POSITIONING WITH A KEY CLIENT,2019,7,2019007,MO-2459603,2018
2019,2019013,24020574.0,customer12776,industry2,INDIANAPOLIS,US - Central,Sector10,SIC481,Sub Sector24,CLOSED,Won,2018-04-19,2018-11-18,2019-03-29,Period 07 2019,2018-12-10,High,1725.0,category21,sub category6,17809.0,Technology Director/Manager,USD,100,0.0,399377,POSITIONING WITH A KEY CLIENT,2019,7,2019007,MO-2459603,2018
2020,2020001,24020574.0,customer12776,industry2,INDIANAPOLIS,US - Central,Sector10,SIC481,Sub Sector24,CLOSED,Won,2018-04-19,2018-11-18,2019-03-29,Period 07 2019,2018-12-10,High,1725.0,category21,sub category6,17809.0,Technology Director/Manager,USD,100,0.0,399377,POSITIONING WITH A KEY CLIENT,2019,7,2019007,MO-2459603,2018
2019,2019007,24020574.0,customer12776,industry2,INDIANAPOLIS,US - Central,Sector10,SIC481,Sub Sector24,CLOSED,Won,2018-04-19,2018-11-18,2019-03-29,Period 07 2019,2018-12-10,High,1725.0,category21,sub category6,17809.0,Technology Director/Manager,USD,100,0.0,399377,POSITIONING WITH A KEY CLIENT,2019,7,2019007,MO-2459603,2018
2019,2019009,24020574.0,customer12776,industry2,INDIANAPOLIS,US - Central,Sector10,SIC481,Sub Sector24,CLOSED,Won,2018-04-19,2018-11-18,2019-03-29,Period 07 2019,2018-12-10,High,1725.0,category21,sub category6,17809.0,Technology Director/Manager,USD,100,0.0,399377,POSITIONING WITH A KEY CLIENT,2019,7,2019007,MO-2459603,2018
2020,2020003,24020574.0,customer12776,industry2,INDIANAPOLIS,US - Central,Sector10,SIC481,Sub Sector24,CLOSED,Won,2018-04-19,2018-11-18,2019-03-29,Period 07 2019,2018-12-10,High,1725.0,category21,sub category6,17809.0,Technology Director/Manager,USD,100,0.0,399377,POSITIONING WITH A KEY CLIENT,2019,7,2019007,MO-2459603,2018
2019,2019011,24020574.0,customer12776,industry2,INDIANAPOLIS,US - Central,Sector10,SIC481,Sub Sector24,CLOSED,Won,2018-04-19,2018-11-18,2019-03-29,Period 07 2019,2018-12-10,High,1725.0,category21,sub category6,17809.0,Technology Director/Manager,USD,100,0.0,399377,POSITIONING WITH A KEY CLIENT,2019,7,2019007,MO-2459603,2018
2019,2019008,24020574.0,customer12776,industry2,INDIANAPOLIS,US - Central,Sector10,SIC481,Sub Sector24,CLOSED,Won,2018-04-19,2018-11-18,2019-03-29,Period 07 2019,2018-12-10,High,1725.0,category21,sub category6,17809.0,Technology Director/Manager,USD,100,0.0,399377,POSITIONING WITH A KEY CLIENT,2019,7,2019007,MO-2459603,2018
2020,2020007,24020574.0,customer12776,industry2,INDIANAPOLIS,US - Central,Sector10,SIC481,Sub Sector24,CLOSED,Won,2018-04-19,2018-11-18,2019-03-29,Period 07 2019,2018-12-10,High,1725.0,category21,sub category6,17809.0,Technology Director/Manager,USD,100,0.0,399377,POSITIONING WITH A KEY CLIENT,2019,7,2019007,MO-2459603,2018
2020,2020002,24020574.0,customer12776,industry2,INDIANAPOLIS,US - Central,Sector10,SIC481,Sub Sector24,CLOSED,Won,2018-04-19,2018-11-18,2019-03-29,Period 07 2019,2018-12-10,High,1725.0,category21,sub category6,17809.0,Technology Director/Manager,USD,100,0.0,399377,POSITIONING WITH A KEY CLIENT,2019,7,2019007,MO-2459603,2018
2020,2020006,24020574.0,customer12776,industry2,INDIANAPOLIS,US - Central,Sector10,SIC481,Sub Sector24,CLOSED,Won,2018-04-19,2018-11-18,2019-03-29,Period 07 2019,2018-12-10,High,1725.0,category21,sub category6,17809.0,Technology Director/Manager,USD,100,0.0,399377,POSITIONING WITH A KEY CLIENT,2019,7,2019007,MO-2459603,2018
2020,2020004,24020574.0,customer12776,industry2,INDIANAPOLIS,US - Central,Sector10,SIC481,Sub Sector24,CLOSED,Won,2018-04-19,2018-11-18,2019-03-29,Period 07 2019,2018-12-10,High,1725.0,category21,sub category6,17809.0,Technology Director/Manager,USD,100,0.0,399377,POSITIONING WITH A KEY CLIENT,2019,7,2019007,MO-2459603,2018
2020,2020003,24005055.0,customer13705,industry1,ARKANSAS,US - Central,Sector18,SIC395,Sub Sector35,CLOSED,Won,2016-10-14,2019-03-04,2020-01-31,Period 10 2019,2019-03-04,High,3477.0,category53,sub category11,9736.0,Unknown/Other,USD,100,0.0,167700,MANAGED SERVICES,2019,10,2019010,MO-2295997,2016
2020,2020003,24005055.0,customer13705,industry1,ARKANSAS,US - Central,Sector18,SIC395,Sub Sector35,CLOSED,Won,2016-10-14,2019-03-04,2020-01-31,Period 10 2019,2019-03-04,High,1833.0,category8,sub category135,9736.0,Unknown/Other,USD,100,0.0,1122300,MANAGED SERVICES,2019,10,2019010,MO-2295997,2016
2019,2019012,24005055.0,customer13705,industry1,ARKANSAS,US - Central,Sector18,SIC395,Sub Sector35,CLOSED,Won,2016-10-14,2019-03-04,2020-01-31,Period 10 2019,2019-03-04,High,3477.0,category53,sub category11,9736.0,Unknown/Other,USD,100,0.0,167700,MANAGED SERVICES,2019,10,2019010,MO-2295997,2016
2019,2019012,24005055.0,customer13705,industry1,ARKANSAS,US - Central,Sector18,SIC395,Sub Sector35,CLOSED,Won,2016-10-14,2019-03-04,2020-01-31,Period 10 2019,2019-03-04,High,1833.0,category8,sub category135,9736.0,Unknown/Other,USD,100,0.0,1122300,MANAGED SERVICES,2019,10,2019010,MO-2295997,2016
2020,2020006,24005055.0,customer13705,industry1,ARKANSAS,US - Central,Sector18,SIC395,Sub Sector35,CLOSED,Won,2016-10-14,2019-03-04,2020-01-31,Period 10 2019,2019-03-04,High,3477.0,category53,sub category11,9736.0,Unknown/Other,USD,100,0.0,167700,MANAGED SERVICES,2019,10,2019010,MO-2295997,2016
2020,2020006,24005055.0,customer13705,industry1,ARKANSAS,US - Central,Sector18,SIC395,Sub Sector35,CLOSED,Won,2016-10-14,2019-03-04,2020-01-31,Period 10 2019,2019-03-04,High,1833.0,category8,sub category135,9736.0,Unknown/Other,USD,100,0.0,1122300,MANAGED SERVICES,2019,10,2019010,MO-2295997,2016
2020,2020001,24005055.0,customer13705,industry1,ARKANSAS,US - Central,Sector18,SIC395,Sub Sector35,CLOSED,Won,2016-10-14,2019-03-04,2020-01-31,Period 10 2019,2019-03-04,High,3477.0,category53,sub category11,9736.0,Unknown/Other,USD,100,0.0,167700,MANAGED SERVICES,2019,10,2019010,MO-2295997,2016
2020,2020001,24005055.0,customer13705,industry1,ARKANSAS,US - Central,Sector18,SIC395,Sub Sector35,CLOSED,Won,2016-10-14,2019-03-04,2020-01-31,Period 10 2019,2019-03-04,High,1833.0,category8,sub category135,9736.0,Unknown/Other,USD,100,0.0,1122300,MANAGED SERVICES,2019,10,2019010,MO-2295997,2016
2019,2019008,24005055.0,customer13705,industry1,ARKANSAS,US - Central,Sector18,SIC395,Sub Sector35,CLOSED,Won,2016-10-14,2019-03-04,2020-01-31,Period 10 2019,2019-03-04,High,3477.0,category53,sub category11,9736.0,Unknown/Other,USD,100,0.0,167700,MANAGED SERVICES,2019,10,2019010,MO-2295997,2016
2019,2019008,24005055.0,customer13705,industry1,ARKANSAS,US - Central,Sector18,SIC395,Sub Sector35,CLOSED,Won,2016-10-14,2019-03-04,2020-01-31,Period 10 2019,2019-03-04,High,1833.0,category8,sub category135,9736.0,Unknown/Other,USD,100,0.0,1122300,MANAGED SERVICES,2019,10,2019010,MO-2295997,2016
2019,2019010,24005055.0,customer13705,industry1,ARKANSAS,US - Central,Sector18,SIC395,Sub Sector35,CLOSED,Won,2016-10-14,2019-03-04,2020-01-31,Period 10 2019,2019-03-04,High,3477.0,category53,sub category11,9736.0,Unknown/Other,USD,100,0.0,167700,MANAGED SERVICES,2019,10,2019010,MO-2295997,2016
2019,2019010,24005055.0,customer13705,industry1,ARKANSAS,US - Central,Sector18,SIC395,Sub Sector35,CLOSED,Won,2016-10-14,2019-03-04,2020-01-31,Period 10 2019,2019-03-04,High,1833.0,category8,sub category135,9736.0,Unknown/Other,USD,100,0.0,1122300,MANAGED SERVICES,2019,10,2019010,MO-2295997,2016
2020,2020007,24005055.0,customer13705,industry1,ARKANSAS,US - Central,Sector18,SIC395,Sub Sector35,CLOSED,Won,2016-10-14,2019-03-04,2020-01-31,Period 10 2019,2019-03-04,High,3477.0,category53,sub category11,9736.0,Unknown/Other,USD,100,0.0,167700,MANAGED SERVICES,2019,10,2019010,MO-2295997,2016
2020,2020007,24005055.0,customer13705,industry1,ARKANSAS,US - Central,Sector18,SIC395,Sub Sector35,CLOSED,Won,2016-10-14,2019-03-04,2020-01-31,Period 10 2019,2019-03-04,High,1833.0,category8,sub category135,9736.0,Unknown/Other,USD,100,0.0,1122300,MANAGED SERVICES,2019,10,2019010,MO-2295997,2016
2020,2020004,24005055.0,customer13705,industry1,ARKANSAS,US - Central,Sector18,SIC395,Sub Sector35,CLOSED,Won,2016-10-14,2019-03-04,2020-01-31,Period 10 2019,2019-03-04,High,3477.0,category53,sub category11,9736.0,Unknown/Other,USD,100,0.0,167700,MANAGED SERVICES,2019,10,2019010,MO-2295997,2016
2020,2020004,24005055.0,customer13705,industry1,ARKANSAS,US - Central,Sector18,SIC395,Sub Sector35,CLOSED,Won,2016-10-14,2019-03-04,2020-01-31,Period 10 2019,2019-03-04,High,1833.0,category8,sub category135,9736.0,Unknown/Other,USD,100,0.0,1122300,MANAGED SERVICES,2019,10,2019010,MO-2295997,2016
2019,2019013,24005055.0,customer13705,industry1,ARKANSAS,US - Central,Sector18,SIC395,Sub Sector35,CLOSED,Won,2016-10-14,2019-03-04,2020-01-31,Period 10 2019,2019-03-04,High,3477.0,category53,sub category11,9736.0,Unknown/Other,USD,100,0.0,167700,MANAGED SERVICES,2019,10,2019010,MO-2295997,2016
2019,2019013,24005055.0,customer13705,industry1,ARKANSAS,US - Central,Sector18,SIC395,Sub Sector35,CLOSED,Won,2016-10-14,2019-03-04,2020-01-31,Period 10 2019,2019-03-04,High,1833.0,category8,sub category135,9736.0,Unknown/Other,USD,100,0.0,1122300,MANAGED SERVICES,2019,10,2019010,MO-2295997,2016
2020,2020005,24005055.0,customer13705,industry1,ARKANSAS,US - Central,Sector18,SIC395,Sub Sector35,CLOSED,Won,2016-10-14,2019-03-04,2020-01-31,Period 10 2019,2019-03-04,High,3477.0,category53,sub category11,9736.0,Unknown/Other,USD,100,0.0,167700,MANAGED SERVICES,2019,10,2019010,MO-2295997,2016
